,text,anger,disgust,fear,joy,sadness,surprise
1392,እባካችሁ ጥቁር ፍቅር በጥራት ልቀቁት የቃና ምርጡ ፊልም በጥራት የለም,1,0,0,0,0,0
1397,ሞክሩ እንግዲህ ተበጣጥሳጭሁ በየ ስደተኛ መጠልያ መኖር ካማራችሁ ያው አገሪትዋ በተግባር የለችም ያው የቀረችው ኢትዮጵያ የምትባል በምናባች ሁ ያለችውን ነገር ታጥዋት እና የጦር ጌቶች በየቦታው ኢያስገበሩ ያስተዳድሩዋችውሃል,1,1,0,0,0,0
1401,ባለ ስልጣኑ ቀባጠረ እንዴ እኔ ጭራሸ አልሰማቸዉም ቀጥታ ኮሜንት ላይ ነዉ የምሄደዉ ሰማ ወንድሜ ረሀብም ድርቅም ጎርፍም ሰዉ ሰራሸ እንጂ ተፈጥራዊ አይደለም ተፈጥሮዊ ቢሆን ግብብፅ አንድ ወንዝ ይዛ በረሃ ላይ ትራብ ነበር ሳወዲያ አረብያ በረሃ ዉሰጥ ነዉ ያሉት ግን አይራቡም እንደልማዳቹህ ቤንዚን ሰሌላላቸዉ በሉኛ እንግዲያወሰ ደቡብ ሱዳንም ቤንዚን አላቸዉ የመንም አላቸዉ ሊቢያም ቤንዚል አላቸዉ ናይጄርያም እንዲሁ ማዕድን ባለዉ አይደለም ጭን,1,0,0,0,0,0
1410,ለአስተዳደር በደል ትጠይቃለህ እንጂ ራስህ በራስህ ፓትርያርክ አትሆንም። ኦርቶዶክስ እንደ ሌሎቹ እምነቶች አይደለችም በጣም ጥልቅና ከባድ ሐይማኖት ነች።የምናምና,1,0,0,0,0,0
1411,በእውነት አናደኸኛል ይችን የመሰልች ቆንጆ ሚስት ለዛውም የልጅህን እናት ማናደድ ተገቢ አይደለም ። ካሁን በኋላ አታስለቅሳት ፕራንክም ልክ አለው ብሮ በተረፈ ይመቻችሁ አይለያችሁ።,1,0,0,0,0,0
1413,አይደለም አማራን ማሸነፍ ቁጭ ካልክበት ይመጣልሀልአማራን በመጨፍጨፍ አፍኖ በማሰር በመዝረፍ አሰቃቂ ግፍ እየፈፀሙ 4 ኪሎ መቀመጥ የማይታብ ነዉ,1,1,0,0,0,0
1414,ታላቋ ኦርቶዶክስ ቤተክርስቲያን ታውካ አማራ ከመቸውም ጊዜ በላይ ህልውናው አደጋ ላይ ወድቆ ይህ መርዘኛና አደገኛ ሰውየ ዛሬም ማሳ ሲጎበኝ አገኘሁት! ይህ የ,1,1,0,0,0,0
1416,መጀመሬዉኑ ከህዝብ በስተጀርበ በድብቅ የሚደረግ ድርድር በሺ የሚቆጠር ደም ወዴት ሂዶ በሚሌዎን ተፈናቃይ በሺዎች የሚቆጠር አሰቃቄ ሞት ወለጋ ደም ፉትህ መቼ አገኛ እራሳቸዉ ገዳዩች እራሳቸዉ ተደራዳሬዎች ፉትህ ከእግዚአብር የሚጠብቁ የላኛዉን ጌታ የሚጠብቁ ብዙ ምስኪን ሀዝብ አለ ደሙ እሚጮህ ለቅሶዉ እንዴሰማለት የሚፈልግ ሰላምለህዝባችን ይሁን የሰላሙ ጌታ ለምስኪኖች ያሁን,1,0,0,0,1,0
1418,ለሆድ ከማደር ከሁሉ የከፋ የለምቅን ጋዜጠኛ የሕዝብን ፍላጎትእምቢተኝነትን አብጠርጥሮ ለሕዝብ በግልፅ ያሳውቃል የመንግስት ድክመቶችን ያለ ማድበስበስ በመጠቆምመንግስትንም ስህተቱን እንዲያርም ይረደዋል ሰሚፈፃሚ አካል ካለ,1,0,0,0,0,0
1419,ሀለውይን ነጮቹ ሲያከብሩ በጥቁር በቀይና በነጭ ነው ጥቁሩ ሞት ሰይጣንንን ሲኦል ቀዩ የሚገበርለት ደም ነጩ ሲኦል እስኪገባ እራሱን ማፅናኛ እነዚህም ከዛው የወሰዱት ነው እነሱ ኦሮሞ ናቸው ኦሮሞዋዊ የኢትዮጵያን ባንዲራ ለምን ለመስቀል ተከለከለ ለኢትዮጵያዊያን ኢትዮጵያዊ እግዚአብሔርን የሚያከብረው።በገዛ ሀገሩ እግዚአብሔር መንበር ተከለከለ በማዳጋስካራውያን።ደስ የሚለው ይሄንንን የውጭ የሰይጣን ባንዲራም ሆነ ህዝብ እርሱንም የምናየው ለ,1,0,0,0,0,0
1421,ምን አይነት ነውረኛ ነህ,1,1,0,0,0,0
1426,በድለውናል ይበቃናል ከዚህ በላይ እንዲበድሉን መፍቀድ የለብንም! ወዲህ ደግሞ ቀይ ሽብር በገሐድ ተጀምሯል።,1,0,0,0,1,0
1427,"ምድረ ጋንጊስተር ሌቦች , ዝማሬው የተዘመረው ለእየሱስ እንጂ ለማንም ወንበዴ አይደል አሳፋሪዎች",1,1,0,0,0,0
1433,እናንተ የሰው አጀንዳ ማራመድ እንጂ ሌላ ለህዝብ የሚጠቅም አትሰሩም ሰለዚ ጉራ ብቻ,1,1,0,0,0,0
1436,ቢበላስ ተገኝቶ ነው የሚበላ የሌለው የሚበላውን አይመርጥምየባህል እስረኛ ከመሆን የተገኘውን ተመግቦ የችግርን ወቅት ማለፍ ይሻላልሌላው የቲክ ቶከሮች ወሬና ሌብነት ነው,1,0,0,0,0,0
1437,እንደው ኦባንግ ያሁሉ ክብር ቀርቶብህ እንዲህ ዝርክርክ ቀላባጅ ሆነህ መቅረትህ እንዴት ያሳዝናል በቅርብ ስለማቅህ መውረድህ ያናድደ,1,0,0,0,1,0
1439,አተ ውሻ ባንዳ መከላከያን ነው ማለቅ አለበት የምትለው? ሞክራታ ውጭ ቁጭ ብሎ መፎከርና መሬት መሆን የተለያዩ ናቸው ልክ ትገባለህ ደሞ,1,1,0,0,0,0
1440,እንኳን ደቡብ አፍሪካ ወይም ደደብ አፍሪካ አለም ቢጮህ ለውጥ አያመጣም አረብ ሀገራት መጮህ ብቻ ናቸው ተግባር ያስፈልጋል መጋጠም ከእስራኤል ጋር ልብ ይጠይቃል እየፎከሩ ጋዛን ማስጨፍጨፍ አይደለም ዝም ይሻላት,1,1,0,0,0,0
1442,ክክ አይ ኬኒያ ዛሬም በባርነት የተገረፈችበትን አለጋ እኮ ቀሙዚየም በክብር አስቀምጣ የምትኩራራ ብቸኛ ሀገረ አፍሪካዊት እኮ ናት ማፈሪያ ደርሶ ዛሬ በኛ ላይ ይፎክራል የፖትላድ ህዝብ እኳን በዚ ንግግሩ እንደሚስቁበት አልጠራጠርም ድል ለኢትዮጵያችን ሞት ለጠላታችን,1,1,0,0,0,0
1444,ትንሽ አታፍርም የአማራ ኦርቶዶክስ ስትል ዘረኛ ኦርቶዶክስ መቼም ዘር አትቆጥርም ዘረኛ ሁላ ትንሽ ቆይታችሁ ክርስቶስ አማራ ነው በሉና ዳሩ ምን ታደረግ እምነት ዘር ይመስልሀል ነውረኛ ሁላ,1,1,0,0,0,0
1447,ያንተንም አሣማዎች አሥቆጥር አውሬዎች የሠው ደም መጣጭ,1,1,0,0,0,0
1449,እናንተ ጎርፍ እንኳ በመጣ ግዜ የህወሓት እጅ ኣለበት የምትሉ የዓለማችን ወረዳ ፍጥረቶች የኢትዮጵያን ህዝብ ተከባብሮ በሚኖርበት ግዜ ግፋ በለው እያላችሁ ዘደ ጦርነት ያስገባችሁት እናንተ ናችሁ እና በዛ ኣድርጎ ጥፋትን ኣብልጦ ይስጣችሁ የትግራይና ኣማራ ህዝብ ግን ሁሌም ኣንድ ናቸው። የኢትዮጵያ ህዝብ በሙሉ ኣንድ ነው። እናንተ በውጭ ዓለም ሁናችሁ ጦርነትን እያወጃችሁ የደሃ ልጆችን ምታስጨርሱ ግን የኢትዮጵያ ኣምላክ ጨርሶ ያጥፋችሁ ኣሁንም,1,1,0,0,0,0
1451,በኢትዮጵያ በልጆቾ ደም የቀለደ አሳፋሪ መሪ እጅግ ያማል በጣም ያሳብዳል ቦቅቧቃ አስመሳይ መሪ,1,1,0,0,0,0
0,እናንተ መቸም አትማሩም ምድረ አውሬ ሁላ።,1,1,0,0,0,0
1,ምነው የዶክተር እስራኤል ጥላሁን ሞት በዝምታ አለፋችሁት ባለስልጣን ስለሆነ ነው ዝምታው ፍርሀቱ እስከመቼ ነው ንፁሀንን እያየን ዥምታ ብልፅግና ገዳይ አስገዳይ የአውሬ ስርአት አራማጅ ነው አዲስ አበቤ አሁኑኑ ካልተነሳህ ዘንዶው በየቤትህ በር ላይ ቆሟል ካልተነሳህ ኦርቶዶክስን እና እውነተኛ ሙስሊምን አጥፍቶ ሉሲፈርን ለማስመለክ ግብረሰዶምን ትውልዱን ለማስበላት ለማርከስ ለጨለማው ስርአት ለመዘረጋት ኦሮሙማ በሚል ሽፋን እየተሰራ ነው እንንቃ,1,1,0,0,0,0
3,"Etv ዘረኛ ናቹሁ አሽቃባጭ ስንት አባቶቻችን መስዋት የሆኑበትን ባዲራ እያቃጠላቹሁ አሁን በዚህ አዲስ ባዲራ አገሯን ታባላላላቹሁ ለጊዜው ፈጩ ችግር የለም ግን ,?",1,1,0,0,0,0
4,የዛሬው የጦጣ ንክሻ ይለያል ክክ አይ ፊሊፖስ አንተ ጅማታም እንድህ ቅጥል ስትል ደስ ይለኛል,0,1,0,1,0,0
5,ኢሄ ፕራንክ ሚባል ነገር ቅጥ አጣ አሁንስ,1,1,0,0,0,0
6,Nebiyu Mussse መቸም በዱሩን እንዳይመቱሽ ፈረተሽ ነው,0,1,0,0,0,0
7,አንችን ብሎ ጥቃት ተከላካይ አብረሽ እንዳትጠፉ ምክንያቱም ግጭቱ ከሀማስ ጋ ቢቻ መስሎሽ !!!,1,1,0,0,0,0
9,ሰላም ይሻለናል ይቅርብን ባህር በሩ በዚህ ደግሞ ነካክተህ ከኤርትራ ጋር ወደ ጦርነት ልትጋፍጠን።,0,1,1,0,0,0
10,ድንቄም ፌደራሊዝም ከነ ስሙ ብልፅግና ገዢው ፖርቱ ነው እኮ የሚባለው ጠቅላዩ በየክልሉ ብልፅግና ካልሆነ ኣይመቸኝም እያሉ ኣደለም እንዴ ያሉት የቱጋ ነው የሀይል ክፍፍል ያለው ህገ መንግስቱ ይሻሻል ሲባሉ በፓርላሜንት ለናንተ ሲባል ኣይሻሻልም ነው ያሉት ይህ ማለት ለኔ ተስማምቶኛል ተውኝ ነው ለዚህ ነው ለየኣንዳንዱ ፓርላማ ኣባል እያንዳድሽ ብትመረመሪ ጉድ ስላለባችሁ እምለውን ብቻ ስሙ ባይ ናቸው እንግዲህ እንደዚህ ኣይነት የፓርላማ ኣባል ወ,1,1,0,0,0,0
16,ይህ ዓይነት ኣስጸያፊ ተግባር በኢትዮጵያ በተደጋጋጋሚ ይታያል ይህ የሚያሳይህ ደግሞ መንግስትን አለመኖሩ ነው ህግ አልባነት ነግሰዋል ይህ አውሬም አያደርገውም በጣም ያሳዝናል እናንተ ኢትዮጵያኖች በተለይ በየቲክቶኩ ለእውቅና ለጥቅም ብላቹ ስትንጫጩ የምትውሉት ስለዚህ ዓይነት ጉዳይ አንዲትም ቀን ስትናገር አልሰማንም እናንተ ሃይማኖታዊያን ነን የምትሉ እንደዛ,1,1,0,0,1,0
18,ህጉ የሚፀናው ኤርትራውያን ስለሆኑ ብቻ ነው ኢትዮጵያውያኖች ከዚህ የበለጠ አሰቃቂና ዘግናኝ ወንጀሎች እየፈፁሙ አይደል እንዴ  ከዝርፊያ ባሻገር ዝርፊያው ከግድያ ጋር አደል እንዴ ድርጊቱ እየተባባሰ አይደል  የኢትዮጵያና ኤርትራውያኖች ፍርድ የተለያየ የሆነበት ምክንያት ምንድነው ኧረ እግዚኦ መሀረነ ክርስቶስ ግፍና በደል በዛ እስቲ ሁሉም አስቦበት ሞቱ ቀርቶ በእድሜ ልክ ተቀይሮ ወንጀለኞቹ የመፀፀቻና ንስሀ መግቢያ ዘመን አግኝተው የመተንፈሻ,1,1,0,0,0,0
19,አለፍልህ የተረገመክ ሳኡዲ የታሰሩትን ዜጋ አስገባ እንባቸው ጎርፍ ሁኖ ይወስድህ ስም ፈላጊ,1,1,0,0,0,0
22,ህገወጥ የቤት ግንባታ ዛሬም ይፈርሳል ነገም ይፈርሳል ቆሻሻ ተቋም ለውሸትና ለብሄርህ ስታጎበድድ እውነትን ኦሮሚያ ላይ መጋረድ አትችልም ሲጀመር ይሄ ተቋም ኢትዮጵያ አይወክልም አማራን እንጂ,1,1,0,0,0,0
25,ቀንድ አውጣ ይህን እንዴት የአማራ መሪ አድርገው ቀጠሩት ያሳዝናል ህዝቡን እንዴት እንደሚንቁት,0,1,0,0,1,0
26,ይህንን ቀውስ ጠማቂና እብድ ሰውዬ ከቤተ መንግስት ወደ እስር ቤት በመወርወር ለህግ ማቅረብ የግድ ነው ከቀውስ ወደ ቀውስ ከጦርነት ወደጦርነት አገርን እየደ,1,1,0,0,0,0
30,ያንቺ እና የመሰለቹሽ የዘቀጠ ዃላ ቀር የፅንፈኛ አስተሳሰብ ቃል አቀባይ ነበረ ምኑ ነዉ እዉነቱ ባክሽ,0,1,0,0,0,0
31,ስጠላት እጭምስጥ ነገር ናት,0,1,0,0,0,0
32,የኢትዮጵያ ሚድያ መጀመሪያ እስራኤል በፍልስጤን ላይ ያደረሰችውን በደል ጆሮ ዳባ ልብስ ብላችሁ አሁን በእስራኤል ላይ ጥቃት ተፈፀመባት ትላላላችሁ።ንድድድ ትበል።ብሶት የወለደው ነው ።,1,1,0,0,0,0
35,የኦሮሞው መንግስት ለምን አማራውን መምታት ፈለገ? ከአቶ ግርማ የሺጥላ ሞት ጋር ተያይዞ የጸጥታና ደህንነት የጋራ ግብረ ኃይል ሰሞኑን,0,1,0,0,0,0
36,ተፈታዊት አለቆችሽ አንጥፈው የ አብይን እግር እየሳሙ ነው ቻይው,0,1,0,0,0,0
37,ባህራችንን የሰረቃችውብንን ውለታ ነው የምናስታውሰው  ታዲያ የቱን ውለታ ይሆን የምትለን እንደውም ክፋ ምቀኛችን እናንተ ናቹ ኢትዮዽያ ባህር የሚሰጣት ሃገር ማግኘቷ ከባድ ድንግጣ ውስጥ ከቷቹዋል ድንገት ያልጠበቃቹት ነገር ከሰመመናቹ ሲያነቃቹ ይሄኔ ውለታ የምትለው ለኢሳያስ ስልጣን ትግራይ ዘምተህ ጭዳ የሆንክበትን ይሆናል እኮ,1,1,0,0,0,0
43,ከሉስፈርም ጋር ኢትዮጵያን ለመጥፋት እና አሸባሪ ወያኔ ለመታደግ መወያየቱ አይቀርም! አስመሳይ የአሸባሪ ወያኔ አፍቃሪ ነው ጋሽ አብይ አህመድ አጥብቃን ልንቃወሞ ይገባል፡፡፡,0,1,0,0,0,0
44,ይሄ ውርጋጥ ለካ የጠፉው ፕራንክ ሲያርግ ጠለፉት,0,1,0,0,0,0
49,አሁን እንደሱ ሆዳም ህዝብ ካልሆነ ማንም አይሸወድልህም አገር መውጫ መግብያ አተን ገና የባር በር ቅብርጥሰዬ ይላል የጂኔ ልጆዎች ሴጣን መንግስት,1,1,0,0,0,0
50,አረ ጃንሆይ ሼም አገር ጥሎ ስለተንቦቀቦቀ ነው በዘመኑ ኢትዮጵያን የፈጠፈጠ የጣለ ቤተሰቡን በእንግሊዝ አስቀምጦ ኢትዮጵያን ዋጋ ያስከፈለ 😏😏😏,1,1,0,0,0,0
53,አፉ መርዝ የሆነ ሠውዬ ነው የብልጽግና ባንዳ ነው የሚያነሳቸው ሀሳቦች ሁሉ ጥላቻ ነው ትግራይም አማራም አንድ ይሆናሉ,0,1,0,0,0,0
57,አንተ ሰው በላ መሀይም ፋኖን ፈርተህ አባቶች ላይ ተሰቀልክ ገብርኤል የቁም ስቃይህን ያብዛው ሞትን ሳይሆን ስቃይህ ይብዛ ወገኔን ከትልቅ እስከ ትንሽ ደም ጠጣህ,1,1,0,0,0,0
64,2 ቆሻሻ ማስወገጆ ኦሮሚያ ውሃ ኦሮሚያ ስንዴ ከኦሮሚያ አረ ስንቱ ታዲያ ይህን ትልቅ ህዝብ ጠልተህ የት ልትደርስ ሲቀጥል ኦሮሞን ጠልተህ ኢትያ ብሎ ነገር የለም ለቆሞ ቀሮች ይሰማል i am not oromo,1,1,0,0,0,0
75,ሃጫሉን አስበላው አንተና በቀለ ገርባ ከመስከረም ሰላሳ በሃላ መንግስት የለም ጠይቀው እስኪ ያስጨፈጨፍካቸው የደቡብ ልጆች ደማቸው ይፋረድሃል oromya with out of Ethiopia ብሎ ይህንን መንጋ ነዳው የአይልቀይዳ እና Isis ጭንቅላት ከነሱ ይከፉ ናቸው ኦሮሞ ሙስሊሞች አሁንማ አሜሪካና ካናዳ ልታባርራቸው ነው ሁሉንም,1,1,0,0,0,0
76,Tdf Tigray Prevail ይህንንን ሁሉ ችግር ያመጣው ስልጣን ላይ የነበረው አማራ ጠሉ ህወሃት ነው። ጦርነቱንም ቢሆን የጀመራችሁት እናንተው እንጂ እኛ አልደረስንባችሁም። ወልቃይት እና ራያ ደግሞ የጥንት የጥዋት የአማራ ርስት ናቸው። ለማንኛውም አማራ ላይጨርስ አይጀምርም፣ ለአማራ ጦርነት ሰርጉ ስለሆነ በቅርቡ ወራሪውን የአብይ ጦር እና የህወሓት የመከለያ አመራሮች መንጥሮ ወደ ቀድሞ ዙፋኑ ወደ ሚኒልክ ቤተመንግሥት የሚገባባባት ቀን ሩቅ,0,1,0,0,0,0
78,አቦ ይሄ ሕዝብ ቀልብ ሳይገዛ መኖር ምን እንደሁ ሳናውቀው ጀንበር ልትጠልቅብን ነው ያሳዝናል? ምድረ ምቀኛና ዘረኛ ሕዝብ ደሞ ሀይማኖት ያለን ይመስል ፍጅት,0,1,0,0,1,0
80,ከዛስ? ብአዴን የረጅም ግዜ ስትራተጂና ዕቅድ ይዞ የሚንቀሳቀስ ድርጅት አይመስለኝም። አብይ ድንገት ተነስቶ ኦሮሚያና ደቡብን ይዤ እገነጠላለሁ ቢለው መልስ ያለ,0,1,0,0,0,0
84,ብልሁ መምሬ ሲሮጡ ሲሮጡ ዛሬ ሳያስቡት ድንገት ተቆረጡ ወዴት ይፈርጥጡ?,0,1,0,0,0,0
87,ሁለቱም ሙከራዎች እጅግ ሕገወጥ በመሆናቸው ፣ መንግስት ይህንን ተገንዝበው አስፈላጊውን ሕጋዊ ክትትል በማድረግ ለዚህ ለፎጤዎቹ ፍልሰት ገደብ ሊያበጅበት ይገባል። (44),1,1,0,0,0,0
90,አንተ እንዲህ ስትል መስማት የሚገርም ነው በትግራይ ላይ ያወጅከውን ረስተህው ይሆን የሚያማርርር ሰው የተሻለ አያገኝም የባሰ ነው ደግሞም ምኞትህን ነው የሰጠህ አትፍረድ እንዳይፈረድብህ,0,1,0,0,0,1
91,አዲስ አበቤ፣ ዐቢይ አህመድ ድንገት በጥይት ወይም በድንገተኛ ላስ ቢል በሰዓታት ውስጥ ታሪክህ ይለወጣል። የምፈራልህ የወለጋን የደም ጎርፍ እንደናቅህና መስማት እንኳ እንደተጠየፍህ,1,1,0,0,0,0
93,ሀማስ በመጀመሪያ ያደረሰው በደል እልቂት በኑፁሀን ሰወች ላይ እስራኤል የደረሰው እግፍ እና ሰቆቃ በደቡብ አፍሪካ ውስጥ ቢሆን እሷም ትብስ ነበር ታዲያ ምን ይሆናል በሰው ቁስል ላይ የሆነ ነገር ብታስገባበት ለአንተ አያምህም በደቡብ አፍሪካ የሆነውም እንደ ዚያ ማለት ነው,0,1,0,0,1,0
97,ፊልስጤም ግን ልክ ፋኖ ትግራይ ላይ የፈፀመው ጥቃት ይመሳሰላል,0,1,0,0,0,0
98,እኔ ምልህ ዶር ታንቱ የተባለው የአማራ አክራሪ ጽንፈኛ የት ገባ ባክህ,0,1,0,0,0,0
99,ልድገምልህ እንዴ እዳተ ዘረኛ የለም በEthiopiaስም የምደልል ከሗላ ኪስህ ብሄርህን የበላይ ለማረግ የምትጋጋጥ የጭቃ ውስጥ እሾህ አንተ ነክ። እኔ ግ,1,1,0,0,0,0
100,የናንተ ክህደት ወሰን የለውም ታላቅ ኤርትራ መቼ ነው እንዲህ ያለው ኢትዮጵያን ማፍረስ ቢፈለግ የዛሬ አመት ቀላል ነበር ግን የእርትራ ሰራዊት መስዋእት ከፍሎ ኣዳናቹ,1,1,0,0,0,0
102,እስት ለኢትዮጵያ 82ቱ ብሄሮች ያላችሁትን ጥላቻና ንቀት አስብ,0,1,0,0,0,0
108,እሰይ ሙስሊሞች ገዳወች ስለሖኑ መልካም ሲኦል,0,1,0,0,0,0
111,የ አማራ ዋንኛ ጠላት መሳይ መሆኑን አንዘነጋውም በለው ገደልንማረክን እያላችሁ እናንተ ዳር ሆናችሁ አስፈጃችሁት በርቱ።,1,1,0,0,0,0
120,የአቅም ውስንነት አለባቸው ማለት አንድ ነገር ነው ግን በትግራይ ህዝብ ሞት ፖለቲካ የሚሰሩ ናቸው ማለት የአስተሳሰብ ችግር እንዳለብህ ነው የሚያሳየው። አፍ ሲከፈት ይታያል።,1,1,0,0,0,0
123,ሐገር በእናንተ አመራር ለውጥ አታመጣም  ዘረኞች ናችሁ  በሠላም ሥልጣን ብትለቁ መልካም ነው ልክ እንደ ጠሚ ሓደሣለኝ የተረከባችሁትን ሥልጣን አሥረክቡ ካልሆነ የናንተ ውድቀት የከፋ የከረፋ ይሆና ል,1,1,0,0,0,0
124,ፍርሃት ጭንቀት ምጥ ያሲያዛቸው የኦሮሞ ብልጽግናዎች የሚይዙትን የሚጨብጡትን ያጡት፣ መሪ አልባውን አማራ ማለቂያ ባጣው ጭፍጨፋ ንብረት ማውደም ማፈናቀል ማጎሳቆልና ማንገላታት ስለአላረ,1,1,0,0,1,0
125,አንተ ፋራ ፅንፈኛ አትሁንእስራኤል ብትነድ ሰዉ ምንም የማያዉቅ ህፃናት ነዉ የሚቃጠለሁበዚሂ ደስ ካለህ ጂኒ ነዉ ፈጣሪ አይዐደዉምቀደም ሲል ፓሊስቲያን ሲኀድ ንፁሀን ነዉ የተቃጠለዉ ያሳዝናል የእስራኤል አረመኔነትን ያሳያልጦርነት እንዳይሰፋ ዱአ ማድረግ ፈጣሪ ይብቃ እንዲል,1,1,0,0,1,0
126,አይ የብልፅግና ደጋፊ ነውረኝነታችሁን የምታሳዩት እውነቱን የሚነግራችሁን በመሳደብ ነው በማጣጣል ነው በስድብ አገር አይመራም በውቀት ነው በምኞትም አይመራም አውነቱን መቀበል መሸነፍ መስሏችሁ የምትሄዱበት መንገዱ ሌላ ቀውስ እያዋለ ቀጥሏል ስለ እናንተ ለማውራት የግድ ታምር አያስፈልገውም ይችን አምስት አመት ማየት በቂ ነው ከበቂም በላይ,1,1,0,0,0,0
128,አሁናዊ የአማራ የፖለቲካ መንገድ እና አካሄድ ኢህአፓ በ1960ዎቹ ስያራምደው የነበረው የከተማ ሽብር ግድያ እና ከፍተኛ የሆነ የሚዲያ የጥላቻ ዘመቻ ምኑም ሳይቀየር ተመሳሳይ ነው፡,0,1,0,0,0,0
135,ጃርማሮ አሁን ከመንግስት ጋር ካልታረቀ የሚቀጥለው መንግስት እረቅ ብሎ እንደማይጠይቅ እሄን ጠንቅቀው ይወቁ ዶክተር አብይን ከስልጣን አውርዳቹ ጃዊሳን ቤተመንግስት ለማሰገባት ነው ኦሮሞ ኦሮሞን የምታስገደል በጣም ያሳዝናል የነጃርማሮ ነገር እሄ የመጨረሻቹ እርቅ ነው አስቡበት,0,1,0,0,1,0
137,የኤርትራ ሰውበላ መንግስት ከአማራ ሰውበላ ክልላዊ መንግስት መሰረታዊ ባህሪያቸውን አጣመራቸው ። እንደ ማግኔት ስበት እብሪትም የተፈጥር ስበት አለው ለካ የሚገርም ነው የኤርትራው የራ,1,1,0,0,0,0
138,ሀገር በእርስ በርስ ጦርነት ላይ ወድቃ ህዝብ ተፈናቅሎና ተርቦ ኑሮ ውድነቱ ከአቅም በላይ ሆኖ ስራ አጥነት ተስፋፍቶ ኢኮኖሚው አፈር በልቶ ዲፕሎማሲያችን ውርደት ላይ ወድቆ ሀገራችን በውጭው አለም መሳቄያ ሆና ፖርኮች ቤተመንግስት የሚገነባ የጦር መሳሬያ በሌለን ገንዘብ የሚሸምት ወረዳ ብልግና የተባለ የወንበዴ ስብስብና ወፈፌ መሪው አብይ አህመድ ሀገራችንን መጫወቻ ሲያረጎት እያየ የሚያጨበጭብ ሆዳም ወይም መሀይም ተለጣፊዎች ማየትያሳዝናል ትላ,1,1,0,0,1,0
141,እረ ዬት ሂጄ ልሳቅ ሚኮ በቃ ፓስተር ሆኖ አረፈዉ ማለት ነዉ😂 እንግዲ ሚኮ ተገላገልክ ላይክ አርጉኝ ሰብስክራይብ ዬለ ሶፍትህን እያበላህ ፈታ ዘና በል,0,1,0,1,0,0
144,ጀግና ትለያላችሁ በአደን እሪኩስ አማረን ጨቋኝ ነው,0,1,0,0,0,0
146,ቴድሮስ አሰፋው ሸብርተኛ ካልክማ አንተ ራስህ ነህ ሽብርተኛ። የሚገርም ነው።,1,1,0,0,0,0
148,አንተ እበት አማራ የለም የምትለው የወሎ ህዝብ በምን ቋንቋ ነው የሚያወራው እንደው ከየት የመጣህ አዛባ ነህ,1,1,0,0,0,0
150,እኔ የቀልዴነው ሰርዘኝ አተ ንፍጥ ጭቅላት ማዳም ስጮህብኝ ነው ለመደበሪያ የምመጣው ሆ,0,1,0,0,0,0
154,ዘንድሮ ኑሮና ጦርነት የስራህን ይስጥህ የጆሮ ታማሚ አረከን,1,1,0,0,0,0
159,ሰበር እልል?የትግራይ ሕዝብ ለሲኖዶስ ድጋፍ ወጣ ቪድዮ ተለቀቀ ፤ በቤተክርስትያኗ የመጣ አደገኛ ካርድ ብልፅግ via,0,1,0,1,0,0
163,በስተ እርጅና ሸበቶ ፀጉርህን ቀለም እየቀባህ ውሸት ማውራት አቁም እያለቁ ያሉት አማራ ልዩ ሀይል የደሀ ልጆች ናቸው በሞታቸው አትቀልድ😢😢😢,1,1,0,0,0,0
164,ኢትዮጵያን በሰላም ማስተዳደር በተሳነው ብልጽግና እና በአክራሪዎች ከሞቀ ኑሯችሁ ተፈናቅላችሁ በየጥሻው በየጎዳናው በየመጠለያው ለወደቃችሁ ወገኖቼ እንዲሁም በየቤታችን ላለን መልካም የ,0,1,0,0,1,0
168,በጣም እጅጉን ያሳፍራል ለካን በእሾክ በተሞላ ጭቃ ውስጥ ነበር ስንዳክር የነበርነው። ከውርደትም ውርደት ።,1,1,0,0,1,0
171,ግሩም ድንቅ ሥራ ነው ተምሮ ችግር ካልፈታ ምኑን ተማረ እግዚአብሔር ይመስገን እስከ ስምንት ነው የተማርኩት ያልከውን ወድጄዋለሁ ገፍተህ ቢሆን ኖሮ ዘረኛ ሆነህ ችግር ትፈጥር ነበር,0,1,0,1,0,0
173,እውነትም ጀጃው እንደዚህ የሸተተ አማራም አለ የሚገርም ነው,0,1,0,0,0,0
174,ህውሃት ካለ የቆመው ሰማኒያ ሶስት አመተምህረት ላይ ነው እባካችሁ ተደላቃችኃል ገላችኃል የኢትዮጵያ ሴትአርቲስቶችን ጨርሳችኃል እአ ብዙ ጥጋብ አሳልፋችኃል ፍቅር የሆነውን የትግራይ ህዝብ ለቃችሁ ጥፉ,1,1,0,0,0,0
177,እኔ በበኩሌ የትርሀስ ሀሳብ ያስማማኞል ይሄ ወሮበላ ዱርዬ ሱሰኞ ነው በሽታዋን የሚያብስባት እራሱነው ደሞ አይወዳትም ሊጠቀምባት ብቻነው የሚፈልጋት ትርሀስ እግዚአብሔር ይጠብቅሽ እውነተኞ ጋዜጠኞ ነሽ መፀሀፍ ቅድስ እራሱ ከተበዳይ ጎን ቁሙነው የሚለን,1,1,0,0,0,0
178,ህገመንግሥት ተብዪው አገር አፍራሻና ህዝብን በማያቆርጥ ጦርነት እንዲኖር የተጻፈ ነው የአንድ አገር ህገመንግሥት ህዝቦችን አፋቅሮ ያማኖር ከሆነ ምን ህገመንግሥት ይባላል,1,1,0,0,0,0
